date,year,month,rank,title,artist,weeks
2007-06-01,2007,6,33,Do You Know? (The Ping Pong Song)/Dimelo,Enrique Iglesias,1
2007-06-01,2007,6,34,Better Than Me,Hinder,12
2007-06-01,2007,6,35,2 Step,Unk,15
2007-06-01,2007,6,36,Beautiful Liar,Beyonce & Shakira,10
2007-06-01,2007,6,37,Rock Yo Hips,Crime Mob Featuring Lil Scrappy,15
2007-06-01,2007,6,38,I'll Stand By You,Carrie Underwood,4
2007-06-01,2007,6,39,Say It Right,Nelly Furtado,28
2007-06-01,2007,6,40,Lost Without U,Robin Thicke,23
2007-06-01,2007,6,41,Umbrella,Rihanna Featuring Jay-Z,6
2007-06-01,2007,6,42,Please Don't Go,Tank,11
2007-06-01,2007,6,43,Ticks,Brad Paisley,8
2007-06-01,2007,6,44,Teardrops On My Guitar,Taylor Swift,11
2007-06-01,2007,6,45,Do It Just Like A Rockstar,Freak Nasty Featuring Crazy Mike,3
2007-06-01,2007,6,46,What Goes Around...Comes Around,Justin Timberlake,24
2007-06-01,2007,6,47,Good Directions,Billy Currington,11
2007-06-01,2007,6,48,How To Save A Life,The Fray,58
2007-06-01,2007,6,49,Lost In This Moment,Big & Rich,9
2007-06-01,2007,6,50,Anonymous,Bobby Valentino Featuring Timbaland,2
2007-06-01,2007,6,51,Party Like A Rockstar,Shop Boyz,5
2007-06-01,2007,6,52,Stolen,Dashboard Confessional,7
2007-06-01,2007,6,53,Like This,Kelly Rowland Featuring Eve,9
2007-06-01,2007,6,54,Wasted,Carrie Underwood,16
2007-06-01,2007,6,55,Lean Like A Cholo,Down A.K.A. Kilo,3
2007-06-01,2007,6,56,Go Getta,Young Jeezy Featuring R. Kelly,18
2007-06-01,2007,6,57,Moments,Emerson Drive,9
2007-06-01,2007,6,58,Forever,Papa Roach,8
2007-06-01,2007,6,59,Straight To The Bank,50 Cent,2
2007-06-01,2007,6,60,Stand,Rascal Flatts,14
2007-06-01,2007,6,61,Little Wonders,Rob Thomas,8
2007-06-01,2007,6,62,When I See U,Fantasia,7
2007-06-01,2007,6,63,Find Out Who Your Friends Are,Tracy Lawrence,7
2007-06-01,2007,6,64,Buddy,Musiq Soulchild,17
2007-06-01,2007,6,65,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,18
2007-06-01,2007,6,66,Settlin',Sugarland,16
2007-06-01,2007,6,67,High Maintenance Woman,Toby Keith,14
2007-06-01,2007,6,68,Sexy Lady,Yung Berg Featuring Junior,4
2007-06-01,2007,6,69,(You Want To) Make A Memory,Bon Jovi,3
2007-06-01,2007,6,70,Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,3
2007-06-01,2007,6,71,Last Dollar (Fly Away),Tim McGraw,12
2007-06-01,2007,6,72,Rehab,Amy Winehouse,5
2007-06-01,2007,6,73,A Woman's Love,Alan Jackson,8
2007-06-01,2007,6,74,First Time,Lifehouse,2
2007-06-01,2007,6,75,Lucky Man,Montgomery Gentry,5
2007-06-01,2007,6,76,Same Girl,R. Kelly Duet With Usher,2
2007-06-01,2007,6,77,Icky Thump,The White Stripes,4
2007-06-01,2007,6,78,Impacto,Daddy Yankee Featuring Fergie,2
2007-06-01,2007,6,79,Wrapped,George Strait,5
2007-06-01,2007,6,80,Candyman,Christina Aguilera,16
2007-06-01,2007,6,81,Anyway,Martina McBride,16
2007-06-01,2007,6,82,Like This,Mims,2
2007-06-01,2007,6,83,I Don't Wanna Stop,Ozzy Osbourne,2
2007-06-01,2007,6,84,Tambourine,Eve,2
2007-06-01,2007,6,85,I Told You So,Keith Urban,2
2007-06-01,2007,6,86,Johnny Cash,Jason Aldean,5
2007-06-01,2007,6,87,teachme,Musiq Soulchild,2
2007-06-01,2007,6,88,A Different World,Bucky Covington,5
2007-06-01,2007,6,89,Don't Make Me,Blake Shelton,5
2007-06-01,2007,6,90,Get Me Bodied,Beyonce,2
2007-06-01,2007,6,91,Bubbly,Colbie Caillat,1
2007-06-01,2007,6,92,Over It,Katharine McPhee,16
2007-06-01,2007,6,93,I Need You,Tim McGraw With Faith Hill,1
2007-06-01,2007,6,94,Smile,Lily Allen,16
2007-06-01,2007,6,95,You Know I'm No Good,Amy Winehouse,7
2007-06-01,2007,6,96,The Great Escape,Boys Like Girls,1
2007-06-01,2007,6,97,Bleed It Out,Linkin Park,1
2007-06-01,2007,6,98,Beer In Mexico,Kenny Chesney,17
2007-06-01,2007,6,99,Given Up,Linkin Park,1
2007-06-01,2007,6,100,Read My Mind,The Killers,14
2007-07-01,2007,7,1,Umbrella,Rihanna Featuring Jay-Z,11
2007-07-01,2007,7,2,Party Like A Rockstar,Shop Boyz,10
2007-07-01,2007,7,3,Big Girls Don't Cry,Fergie,10
2007-07-01,2007,7,4,Hey There Delilah,Plain White T's,13
2007-07-01,2007,7,5,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,18
2007-07-01,2007,7,6,Makes Me Wonder,Maroon 5,12
2007-07-01,2007,7,7,Girlfriend,Avril Lavigne,17
2007-07-01,2007,7,8,Summer Love,Justin Timberlake,11
2007-07-01,2007,7,9,Rehab,Amy Winehouse,10
2007-07-01,2007,7,10,Make Me Better,Fabolous Featuring Ne-Yo,5
2007-07-01,2007,7,11,Thnks Fr Th Mmrs,Fall Out Boy,11
2007-07-01,2007,7,12,"Pop, Lock & Drop It",Huey,18
2007-07-01,2007,7,13,Before He Cheats,Carrie Underwood,43
2007-07-01,2007,7,14,Bartender,T-Pain Featuring Akon,4
2007-07-01,2007,7,15,Lip Gloss,Lil Mama,4
2007-07-01,2007,7,16,Get It Shawty,Lloyd,15
2007-07-01,2007,7,17,Home,Daughtry,17
2007-07-01,2007,7,18,The Way I Are,Timbaland Featuring Keri Hilson,4
2007-07-01,2007,7,19,Big Things Poppin' (Do It),T.I.,5
2007-07-01,2007,7,20,U + Ur Hand,P!nk,26
2007-07-01,2007,7,21,The Sweet Escape,Gwen Stefani Featuring Akon,28
2007-07-01,2007,7,22,Never Again,Kelly Clarkson,9
2007-07-01,2007,7,23,What I've Done,Linkin Park,12
2007-07-01,2007,7,24,A Bay Bay,Hurricane Chris,3
2007-07-01,2007,7,25,Wait For You,Elliott Yamin,10
2007-07-01,2007,7,26,Glamorous,Fergie Featuring Ludacris,24
2007-07-01,2007,7,27,Do You Know? (The Ping Pong Song)/Dimelo,Enrique Iglesias,6
2007-07-01,2007,7,28,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,20
2007-07-01,2007,7,29,I Tried,Bone Thugs-N-Harmony Featuring Akon,13
2007-07-01,2007,7,30,Icky Thump,The White Stripes,9
2007-07-01,2007,7,31,Beautiful Girls,Sean Kingston,5
2007-07-01,2007,7,32,2 Step,Unk,20
2007-07-01,2007,7,33,Nobody's Perfect,Hannah Montana,3
2007-07-01,2007,7,34,Lean Like A Cholo,Down A.K.A. Kilo,8
2007-07-01,2007,7,35,Like A Boy,Ciara,17
2007-07-01,2007,7,36,Lost In This Moment,Big & Rich,14
2007-07-01,2007,7,37,Because Of You,Ne-Yo,17
2007-07-01,2007,7,38,Same Girl,R. Kelly Duet With Usher,7
2007-07-01,2007,7,39,(You Want To) Make A Memory,Bon Jovi,8
2007-07-01,2007,7,40,The Great Escape,Boys Like Girls,6
2007-07-01,2007,7,41,Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,8
2007-07-01,2007,7,42,Ticks,Brad Paisley,13
2007-07-01,2007,7,43,Tambourine,Eve,7
2007-07-01,2007,7,44,We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",13
2007-07-01,2007,7,45,Teardrops On My Guitar,Taylor Swift,16
2007-07-01,2007,7,46,This Is Why I'm Hot,Mims,23
2007-07-01,2007,7,47,Rockstar,Nickelback,20
2007-07-01,2007,7,48,Don't Matter,Akon,23
2007-07-01,2007,7,49,Whine Up,Kat DeLuna Featuring Elephant Man,4
2007-07-01,2007,7,50,Shut Up And Drive,Rihanna,3
2007-07-01,2007,7,51,Like This,Kelly Rowland Featuring Eve,14
2007-07-01,2007,7,52,When I See U,Fantasia,12
2007-07-01,2007,7,53,I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),19
2007-07-01,2007,7,54,Rock Yo Hips,Crime Mob Featuring Lil Scrappy,20
2007-07-01,2007,7,55,Better Than Me,Hinder,17
2007-07-01,2007,7,56,Like This,Mims,7
2007-07-01,2007,7,57,teachme,Musiq Soulchild,7
2007-07-01,2007,7,58,Please Don't Go,Tank,16
2007-07-01,2007,7,59,Sexy Lady,Yung Berg Featuring Junior,9
2007-07-01,2007,7,60,4 In The Morning,Gwen Stefani,5
2007-07-01,2007,7,61,Lost,Faith Hill,1
2007-07-01,2007,7,62,Anonymous,Bobby Valentino Featuring Timbaland,7
2007-07-01,2007,7,63,First Time,Lifehouse,7
2007-07-01,2007,7,64,I Need You,Tim McGraw With Faith Hill,6
2007-07-01,2007,7,65,Never Wanted Nothing More,Kenny Chesney,1
2007-07-01,2007,7,66,Good Directions,Billy Currington,16
2007-07-01,2007,7,67,Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,17
2007-07-01,2007,7,68,Lucky Man,Montgomery Gentry,10
2007-07-01,2007,7,69,Dance Tonight,Paul McCartney,1
2007-07-01,2007,7,70,Find Out Who Your Friends Are,Tracy Lawrence,12
2007-07-01,2007,7,71,Forever,Papa Roach,13
2007-07-01,2007,7,72,Do You,Ne-Yo,4
2007-07-01,2007,7,73,I Told You So,Keith Urban,7
2007-07-01,2007,7,74,Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,1
2007-07-01,2007,7,75,Moments,Emerson Drive,14
2007-07-01,2007,7,76,Wrapped,George Strait,10
2007-07-01,2007,7,77,Working Class Hero,Green Day,6
2007-07-01,2007,7,78,Johnny Cash,Jason Aldean,10
2007-07-01,2007,7,79,Teenagers,My Chemical Romance,2
2007-07-01,2007,7,80,Little Wonders,Rob Thomas,13
2007-07-01,2007,7,81,Everything,Michael Buble,7
2007-07-01,2007,7,82,A Different World,Bucky Covington,10
2007-07-01,2007,7,83,These Are My People,Rodney Atkins,3
2007-07-01,2007,7,84,Wall To Wall,Chris Brown,4
2007-07-01,2007,7,85,Beautiful Liar,Beyonce & Shakira,15
2007-07-01,2007,7,86,Get Me Bodied,Beyonce,7
2007-07-01,2007,7,87,Startin' With Me,Jake Owen,4
2007-07-01,2007,7,88,Paralyzer,Finger Eleven,3
2007-07-01,2007,7,89,Shawty,Plies Featuring T-Pain,2
2007-07-01,2007,7,90,Imagine,Jack Johnson,2
2007-07-01,2007,7,91,How Do I Breathe,Mario,1
2007-07-01,2007,7,92,You Know I'm No Good,Amy Winehouse,10
2007-07-01,2007,7,93,Stolen,Dashboard Confessional,12
2007-07-01,2007,7,94,Who Knew,P!nk,3
2007-07-01,2007,7,95,I Wonder,Kellie Pickler,3
2007-07-01,2007,7,96,Impacto,Daddy Yankee Featuring Fergie,7
2007-07-01,2007,7,97,Doomsday Clock,The Smashing Pumpkins,1
2007-07-01,2007,7,98,Stand,Rascal Flatts,19
2007-07-01,2007,7,99,I Don't Wanna Stop,Ozzy Osbourne,7
2007-07-01,2007,7,100,Bubbly,Colbie Caillat,2
2007-08-01,2007,8,1,Hey There Delilah,Plain White T's,17
2007-08-01,2007,8,2,Big Girls Don't Cry,Fergie,14
2007-08-01,2007,8,3,Umbrella,Rihanna Featuring Jay-Z,15
2007-08-01,2007,8,4,The Way I Are,Timbaland Featuring Keri Hilson,8
2007-08-01,2007,8,5,Party Like A Rockstar,Shop Boyz,14
2007-08-01,2007,8,6,What Time Is It,High School Musical 2 Cast,1
2007-08-01,2007,8,7,"Sorry, Blame It On Me",Akon,1
2007-08-01,2007,8,8,A Bay Bay,Hurricane Chris,7
2007-08-01,2007,8,9,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,22
2007-08-01,2007,8,10,Bartender,T-Pain Featuring Akon,8
2007-08-01,2007,8,11,Make Me Better,Fabolous Featuring Ne-Yo,9
2007-08-01,2007,8,12,Shawty,Plies Featuring T-Pain,6
2007-08-01,2007,8,13,Big Things Poppin' (Do It),T.I.,9
2007-08-01,2007,8,14,Makes Me Wonder,Maroon 5,16
2007-08-01,2007,8,15,Shut Up And Drive,Rihanna,7
2007-08-01,2007,8,16,Thnks Fr Th Mmrs,Fall Out Boy,15
2007-08-01,2007,8,17,Potential Breakup Song,Aly & AJ,4
2007-08-01,2007,8,18,Rehab,Amy Winehouse,14
2007-08-01,2007,8,19,Summer Love,Justin Timberlake,15
2007-08-01,2007,8,20,Wait For You,Elliott Yamin,14
2007-08-01,2007,8,21,What I've Done,Linkin Park,16
2007-08-01,2007,8,22,Girlfriend,Avril Lavigne,21
2007-08-01,2007,8,23,Beautiful Girls,Sean Kingston,9
2007-08-01,2007,8,24,Rockstar,Nickelback,24
2007-08-01,2007,8,25,Before He Cheats,Carrie Underwood,47
2007-08-01,2007,8,26,Same Girl,R. Kelly Duet With Usher,11
2007-08-01,2007,8,27,Home,Daughtry,21
2007-08-01,2007,8,28,Crank That (Soulja Boy),Soulja Boy Tell'em,2
2007-08-01,2007,8,29,Whine Up,Kat DeLuna Featuring Elephant Man,8
2007-08-01,2007,8,30,Sexy Lady,Yung Berg Featuring Junior,13
2007-08-01,2007,8,31,The Great Escape,Boys Like Girls,10
2007-08-01,2007,8,32,The Sweet Escape,Gwen Stefani Featuring Akon,32
2007-08-01,2007,8,33,"Pop, Lock & Drop It",Huey,22
2007-08-01,2007,8,34,Get It Shawty,Lloyd,19
2007-08-01,2007,8,35,Never Wanted Nothing More,Kenny Chesney,5
2007-08-01,2007,8,36,First Time,Lifehouse,11
2007-08-01,2007,8,37,Like This,Mims,11
2007-08-01,2007,8,38,Lean Like A Cholo,Down A.K.A. Kilo,12
2007-08-01,2007,8,39,Teardrops On My Guitar,Taylor Swift,20
2007-08-01,2007,8,40,U + Ur Hand,P!nk,30
2007-08-01,2007,8,41,Glamorous,Fergie Featuring Ludacris,28
2007-08-01,2007,8,42,Do You,Ne-Yo,8
2007-08-01,2007,8,43,When You're Gone,Avril Lavigne,5
2007-08-01,2007,8,44,Lost In This Moment,Big & Rich,18
2007-08-01,2007,8,45,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,24
2007-08-01,2007,8,46,Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,5
2007-08-01,2007,8,47,Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,12
2007-08-01,2007,8,48,When I See U,Fantasia,16
2007-08-01,2007,8,49,Tambourine,Eve,11
2007-08-01,2007,8,50,Lip Gloss,Lil Mama,8
2007-08-01,2007,8,51,Who Knew,P!nk,7
2007-08-01,2007,8,52,teachme,Musiq Soulchild,11
2007-08-01,2007,8,53,I Need You,Tim McGraw With Faith Hill,10
2007-08-01,2007,8,54,4 In The Morning,Gwen Stefani,9
2007-08-01,2007,8,55,I Told You So,Keith Urban,11
2007-08-01,2007,8,56,How Do I Breathe,Mario,5
2007-08-01,2007,8,57,Never Again,Kelly Clarkson,13
2007-08-01,2007,8,58,Like This,Kelly Rowland Featuring Eve,18
2007-08-01,2007,8,59,I Tried,Bone Thugs-N-Harmony Featuring Akon,17
2007-08-01,2007,8,60,Do You Know? (The Ping Pong Song)/Dimelo,Enrique Iglesias,10
2007-08-01,2007,8,61,LoveStoned,Justin Timberlake,3
2007-08-01,2007,8,62,Icky Thump,The White Stripes,13
2007-08-01,2007,8,63,Everything,Michael Buble,11
2007-08-01,2007,8,64,Paralyzer,Finger Eleven,7
2007-08-01,2007,8,65,Nobody's Perfect,Hannah Montana,7
2007-08-01,2007,8,66,Because Of You,Reba McEntire Duet With Kelly Clarkson,4
2007-08-01,2007,8,67,Teenagers,My Chemical Romance,6
2007-08-01,2007,8,68,Get Me Bodied,Beyonce,11
2007-08-01,2007,8,69,These Are My People,Rodney Atkins,7
2007-08-01,2007,8,70,Please Don't Go,Tank,20
2007-08-01,2007,8,71,You Know What It Is,T.I. Featuring Wyclef Jean,3
2007-08-01,2007,8,72,Life's What You Make It,Hannah Montana,4
2007-08-01,2007,8,73,A Different World,Bucky Covington,14
2007-08-01,2007,8,74,Ticks,Brad Paisley,17
2007-08-01,2007,8,75,Misery Business,Paramore,3
2007-08-01,2007,8,76,Forever,Papa Roach,17
2007-08-01,2007,8,77,(You Want To) Make A Memory,Bon Jovi,12
2007-08-01,2007,8,78,Johnny Cash,Jason Aldean,14
2007-08-01,2007,8,79,Easy,Paula DeAnda Featuring Bow Wow,4
2007-08-01,2007,8,80,Good Directions,Billy Currington,20
2007-08-01,2007,8,81,We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",17
2007-08-01,2007,8,82,Cupid Shuffle,Cupid,3
2007-08-01,2007,8,83,Lucky Man,Montgomery Gentry,14
2007-08-01,2007,8,84,Find Out Who Your Friends Are,Tracy Lawrence,16
2007-08-01,2007,8,85,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,1
2007-08-01,2007,8,86,I Wonder,Kellie Pickler,7
2007-08-01,2007,8,87,Wrapped,George Strait,14
2007-08-01,2007,8,88,You Can't Stop The Beat,Cast Of Hairspray,1
2007-08-01,2007,8,89,Bed,J. Holiday,1
2007-08-01,2007,8,90,Can't Leave 'Em Alone,Ciara Featuring 50 Cent,1
2007-08-01,2007,8,91,Tough,Craig Morgan,3
2007-08-01,2007,8,92,Anonymous,Bobby Valentino Featuring Timbaland,11
2007-08-01,2007,8,93,Before It's Too Late (Sam And Mikaela's Theme),Goo Goo Dolls,3
2007-08-01,2007,8,94,Everyday America,Sugarland,3
2007-08-01,2007,8,95,Startin' With Me,Jake Owen,8
2007-08-01,2007,8,96,Can't Tell Me Nothing,Kanye West,3
2007-08-01,2007,8,97,Stranger,Hilary Duff,1
2007-08-01,2007,8,98,Until The End Of Time,Justin Timberlake Duet With Beyonce,3
2007-08-01,2007,8,99,Online,Brad Paisley,1
2007-08-01,2007,8,100,Moments,Emerson Drive,18
2007-09-01,2007,9,1,Beautiful Girls,Sean Kingston,13
2007-09-01,2007,9,2,Big Girls Don't Cry,Fergie,18
2007-09-01,2007,9,3,The Way I Are,Timbaland Featuring Keri Hilson,12
2007-09-01,2007,9,4,Hey There Delilah,Plain White T's,21
2007-09-01,2007,9,5,Stronger,Kanye West,4
2007-09-01,2007,9,6,Crank That (Soulja Boy),Soulja Boy Tell'em,6
2007-09-01,2007,9,7,Bartender,T-Pain Featuring Akon,12
2007-09-01,2007,9,8,Umbrella,Rihanna Featuring Jay-Z,19
2007-09-01,2007,9,9,Make Me Better,Fabolous Featuring Ne-Yo,13
2007-09-01,2007,9,10,A Bay Bay,Hurricane Chris,11
2007-09-01,2007,9,11,Shawty,Plies Featuring T-Pain,10
2007-09-01,2007,9,12,Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,9
2007-09-01,2007,9,13,Wait For You,Elliott Yamin,18
2007-09-01,2007,9,14,Me Love,Sean Kingston,3
2007-09-01,2007,9,15,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,26
2007-09-01,2007,9,16,Rockstar,Nickelback,28
2007-09-01,2007,9,17,S.O.S.,Jonas Brothers,2
2007-09-01,2007,9,18,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,2
2007-09-01,2007,9,19,Shut Up And Drive,Rihanna,11
2007-09-01,2007,9,20,Who Knew,P!nk,11
2007-09-01,2007,9,21,Party Like A Rockstar,Shop Boyz,18
2007-09-01,2007,9,22,"Sorry, Blame It On Me",Akon,5
2007-09-01,2007,9,23,Makes Me Wonder,Maroon 5,20
2007-09-01,2007,9,24,Bed,J. Holiday,5
2007-09-01,2007,9,25,Home,Daughtry,25
2007-09-01,2007,9,26,When You're Gone,Avril Lavigne,9
2007-09-01,2007,9,27,LoveStoned,Justin Timberlake,7
2007-09-01,2007,9,28,Before He Cheats,Carrie Underwood,51
2007-09-01,2007,9,29,The Great Escape,Boys Like Girls,14
2007-09-01,2007,9,30,Sexy Lady,Yung Berg Featuring Junior,17
2007-09-01,2007,9,31,Do You,Ne-Yo,12
2007-09-01,2007,9,32,First Time,Lifehouse,15
2007-09-01,2007,9,33,What Time Is It,High School Musical 2 Cast,5
2007-09-01,2007,9,34,Misery Business,Paramore,5
2007-09-01,2007,9,35,Big Things Poppin' (Do It),T.I.,13
2007-09-01,2007,9,36,The Sweet Escape,Gwen Stefani Featuring Akon,36
2007-09-01,2007,9,37,Thnks Fr Th Mmrs,Fall Out Boy,19
2007-09-01,2007,9,38,You Are The Music In Me,Zac Efron & Vanessa Anne Hudgens,1
2007-09-01,2007,9,39,What I've Done,Linkin Park,20
2007-09-01,2007,9,40,Never Wanted Nothing More,Kenny Chesney,9
2007-09-01,2007,9,41,When I See U,Fantasia,20
2007-09-01,2007,9,42,Same Girl,R. Kelly Duet With Usher,15
2007-09-01,2007,9,43,If You're Reading This,Tim McGraw,2
2007-09-01,2007,9,44,Whine Up,Kat DeLuna Featuring Elephant Man,12
2007-09-01,2007,9,45,Summer Love,Justin Timberlake,19
2007-09-01,2007,9,46,Clothes Off!!,Gym Class Heroes,1
2007-09-01,2007,9,47,These Are My People,Rodney Atkins,11
2007-09-01,2007,9,48,Rehab,Amy Winehouse,18
2007-09-01,2007,9,49,Teardrops On My Guitar,Taylor Swift,24
2007-09-01,2007,9,50,Potential Breakup Song,Aly & AJ,8
2007-09-01,2007,9,51,teachme,Musiq Soulchild,15
2007-09-01,2007,9,52,Cyclone,Baby Bash Featuring T-Pain,4
2007-09-01,2007,9,53,Hold On,Jonas Brothers,4
2007-09-01,2007,9,54,You Know What It Is,T.I. Featuring Wyclef Jean,7
2007-09-01,2007,9,55,Can't Leave 'Em Alone,Ciara Featuring 50 Cent,5
2007-09-01,2007,9,56,Because Of You,Reba McEntire Duet With Kelly Clarkson,8
2007-09-01,2007,9,57,I Got It From My Mama,will.i.am,2
2007-09-01,2007,9,58,Like This,Mims,15
2007-09-01,2007,9,59,Paralyzer,Finger Eleven,11
2007-09-01,2007,9,60,Gotta Go My Own Way,Zac Efron & Vanessa Anne Hudgens,1
2007-09-01,2007,9,61,I Need You,Tim McGraw With Faith Hill,14
2007-09-01,2007,9,62,Online,Brad Paisley,5
2007-09-01,2007,9,63,Everything,Michael Buble,15
2007-09-01,2007,9,64,Easy,Paula DeAnda Featuring Bow Wow,8
2007-09-01,2007,9,65,Lean Like A Cholo,Down A.K.A. Kilo,16
2007-09-01,2007,9,66,Bet On It,Zac Efron,1
2007-09-01,2007,9,67,Take Me There,Rascal Flatts,4
2007-09-01,2007,9,68,Bubbly,Colbie Caillat,8
2007-09-01,2007,9,69,A Different World,Bucky Covington,18
2007-09-01,2007,9,70,Int'l Players Anthem (I Choose You),UGK Featuring OutKast,2
2007-09-01,2007,9,71,Love Me If You Can,Toby Keith,4
2007-09-01,2007,9,72,The Pretender,Foo Fighters,2
2007-09-01,2007,9,73,I Told You So,Keith Urban,15
2007-09-01,2007,9,74,I Don't Dance,Corbin Bleu & Lucas Grabeel,1
2007-09-01,2007,9,75,Over You,Daughtry,2
2007-09-01,2007,9,76,How Do I Breathe,Mario,9
2007-09-01,2007,9,77,Bleed It Out,Linkin Park,3
2007-09-01,2007,9,78,Proud Of The House We Built,Brooks & Dunn,4
2007-09-01,2007,9,79,All My Friends Say,Luke Bryan,3
2007-09-01,2007,9,80,Wake Up Call,Maroon 5,2
2007-09-01,2007,9,81,Everyday America,Sugarland,7
2007-09-01,2007,9,82,Until The End Of Time,Justin Timberlake Duet With Beyonce,7
2007-09-01,2007,9,83,4 In The Morning,Gwen Stefani,13
2007-09-01,2007,9,84,Tambourine,Eve,15
2007-09-01,2007,9,85,Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,16
2007-09-01,2007,9,86,Cupid Shuffle,Cupid,7
2007-09-01,2007,9,87,Tough,Craig Morgan,7
2007-09-01,2007,9,88,Can't Tell Me Nothing,Kanye West,7
2007-09-01,2007,9,89,Free And Easy (Down The Road I Go),Dierks Bentley,3
2007-09-01,2007,9,90,Everyday,Zac Efron & Vanessa Anne Hudgens,1
2007-09-01,2007,9,91,Apologize,Timbaland Featuring OneRepublic,3
2007-09-01,2007,9,92,All For One,High School Musical 2 Cast,1
2007-09-01,2007,9,93,Teenagers,My Chemical Romance,10
2007-09-01,2007,9,94,Get Me Bodied,Beyonce,15
2007-09-01,2007,9,95,Hood Figga,Gorilla Zoe,4
2007-09-01,2007,9,96,Do You Know? (The Ping Pong Song)/Dimelo,Enrique Iglesias,14
2007-09-01,2007,9,97,Find Out Who Your Friends Are,Tracy Lawrence,20
2007-09-01,2007,9,98,So Small,Carrie Underwood,1
2007-09-01,2007,9,99,(You Want To) Make A Memory,Bon Jovi,16
2007-09-01,2007,9,100,Icky Thump,The White Stripes,17
2007-10-01,2007,10,1,Crank That (Soulja Boy),Soulja Boy Tell'em,11
2007-10-01,2007,10,2,Stronger,Kanye West,9
2007-10-01,2007,10,3,The Way I Are,Timbaland Featuring Keri Hilson,17
2007-10-01,2007,10,4,Big Girls Don't Cry,Fergie,23
2007-10-01,2007,10,5,Bed,J. Holiday,10
2007-10-01,2007,10,6,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,7
2007-10-01,2007,10,7,Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,14
2007-10-01,2007,10,8,Rockstar,Nickelback,33
2007-10-01,2007,10,9,Who Knew,P!nk,16
2007-10-01,2007,10,10,Bubbly,Colbie Caillat,13
2007-10-01,2007,10,11,How Far We've Come,Matchbox Twenty,4
2007-10-01,2007,10,12,Shawty,Plies Featuring T-Pain,15
2007-10-01,2007,10,13,Good Life,Kanye West Featuring T-Pain,2
2007-10-01,2007,10,14,Hey There Delilah,Plain White T's,26
2007-10-01,2007,10,15,Bartender,T-Pain Featuring Akon,17
2007-10-01,2007,10,16,No One,Alicia Keys,3
2007-10-01,2007,10,17,LoveStoned,Justin Timberlake,12
2007-10-01,2007,10,18,Cyclone,Baby Bash Featuring T-Pain,9
2007-10-01,2007,10,19,Wake Up Call,Maroon 5,7
2007-10-01,2007,10,20,Wait For You,Elliott Yamin,23
2007-10-01,2007,10,21,Umbrella,Rihanna Featuring Jay-Z,24
2007-10-01,2007,10,22,Apologize,Timbaland Featuring OneRepublic,8
2007-10-01,2007,10,23,Make Me Better,Fabolous Featuring Ne-Yo,18
2007-10-01,2007,10,24,Beautiful Girls,Sean Kingston,18
2007-10-01,2007,10,25,I Get Money,50 Cent,5
2007-10-01,2007,10,26,The Great Escape,Boys Like Girls,19
2007-10-01,2007,10,27,Me Love,Sean Kingston,8
2007-10-01,2007,10,28,1234,Feist,2
2007-10-01,2007,10,29,When You're Gone,Avril Lavigne,14
2007-10-01,2007,10,30,First Time,Lifehouse,20
2007-10-01,2007,10,31,A Bay Bay,Hurricane Chris,16
2007-10-01,2007,10,32,Don't Blink,Kenny Chesney,3
2007-10-01,2007,10,33,Over You,Daughtry,7
2007-10-01,2007,10,34,Home,Daughtry,30
2007-10-01,2007,10,35,You Know What It Is,T.I. Featuring Wyclef Jean,12
2007-10-01,2007,10,36,Makes Me Wonder,Maroon 5,25
2007-10-01,2007,10,37,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,31
2007-10-01,2007,10,38,"Sorry, Blame It On Me",Akon,10
2007-10-01,2007,10,39,Hate That I Love You,Rihanna Featuring Ne-Yo,4
2007-10-01,2007,10,40,Before He Cheats,Carrie Underwood,56
2007-10-01,2007,10,41,Thnks Fr Th Mmrs,Fall Out Boy,24
2007-10-01,2007,10,42,Shut Up And Drive,Rihanna,16
2007-10-01,2007,10,43,Online,Brad Paisley,10
